,title,description,content,url,publishedAt,source
65,Regulatory headwinds force Sam Altman-backed stablecoin Reserve to halt key services in Venezuela and five other countries,"The U.S. firm has been a bright spot for crypto adoption in the inflation-ravaged Venezuela, although it is facing operating challenges.","On Monday, the U.S.-based stablecoin company Reserve announced it would be suspending the deposit and withdrawal of local currency in Venezuela, where it has around 500,000 users, along with five oth… [+6351 chars]",https://fortune.com/crypto/2023/07/03/sam-altman-stablecoin-reserve-venezuela-ofac/,2023-07-03T16:00:00Z,Fortune
66,Belarus Looks to Ban Peer-to-Peer Crypto Transactions to Reduce Fraud,The east European country is working on legislation to make it harder for fraudsters to get their hands on the proceeds of crime.,"Please note that ourprivacy policy,terms of use,cookies, anddo not sell my personal informationhas been updated.
The leader in news and information on cryptocurrency, digital assets and the future o… [+538 chars]",https://www.coindesk.com/policy/2023/07/03/belarus-looks-to-ban-peer-to-peer-crypto-transactions-to-reduce-fraud/,2023-07-03T15:14:28Z,CoinDesk
67,Ant Group Expands Payments Partnership With Italy’s Tinaba,"Alipay and Tinaba have expanded their partnership to help Italian travelers make payments in Asia. Tinaba, a Milian-based payments company, announced in a press release the latest iteration of the team-up late Sunday (July 2), saying it would let customers fr…","Alipay and Tinaba have expanded their partnership to help Italian travelers make payments in Asia.
Tinaba, a Milian-based payments company, announced in a press release the latest iteration of the t… [+2310 chars]",https://www.pymnts.com/partnerships/2023/ant-group-expands-payments-partnership-italy-tinaba/,2023-07-03T14:36:04Z,pymnts.com
68,"SEC Will Eventually Approve Bitcoin Spot ETFs, Anthony Pompliano Believes",Prominent VC investor reckons that recent SEC complaints about Bitcoin ETF filings are just formality,Disclaimer: The opinion expressed here is not investment advice it is provided for informational purposes only. It does not necessarily reflect the opinion of U.Today. Every investment and all tradin… [+3288 chars],https://u.today/sec-will-eventually-approve-bitcoin-spot-etfs-anthony-pompliano-believes-1,2023-07-03T14:28:00Z,U.Today
69,Zimbabwe's stock market is up 800% this year as investors seek shelter from blistering 176% inflation rate,"Local investors see equities there as one way to protect the value of their cash against sky-high inflation, according to a Bloomberg report.","Reserve Bank Of Zimbabwe
<ul>
<li>Zimbabwe's stock market is up roughly 800% in 2023, the world's biggest rally.</li>
<li>The rally has taken shape as the country's annual inflation is up 176%.</li>… [+1817 chars]",https://markets.businessinsider.com/news/stocks/zimbabwe-stock-market-rally-inflation-economy-investors-finance-hedge-100-2023-7,2023-07-03T14:08:20Z,Business Insider
70,CaixaBank launches cross-border payment ‘wallets’,"CaixaBank will become the first Spanish bank to offer a virtual account service for currencies to all companies through the bank’s currency markets platform, FXNow.","CaixaBank will become the first Spanish bank to offer a virtual account service for currencies to all companies through the banks currency markets platform, FXNow.
 The service will offer virtual ac… [+1461 chars]",https://www.finextra.com/newsarticle/42581/caixabank-launches-cross-border-payment-wallets,2023-07-03T14:07:18Z,Finextra
71,"Oil, EVs, And Big Tech Hit The Ground Running In The Second Half","Global markets have kicked off the new quarter with solid gains from Asia to Europe (as previewed last week in ""The Technical Overhang Is Done, July Starts With A Bullish Eruption"") while US equity futures were in the green, with sentiment getting a boost tha…","The economic climate for investors…
The article analyzes stock and…
An unexpected lockdown of Chinas…
By ZeroHedge - Jul 03, 2023, 9:00 AM CDTGlobal markets have kicked off the new quarter with so… [+33081 chars]",https://oilprice.com/Finance/the-Markets/Oil-EVs-And-Big-Tech-Hit-The-Ground-Running-In-The-Second-Half.html,2023-07-03T14:00:00Z,OilPrice.com
72,CleanSpark Issues June 2023 Bitcoin Mining Update,CleanSpark Issues June 2023 Bitcoin Mining Update,"CleanSpark, Inc. (Nasdaq: CLSK), America's Bitcoin Miner, today released its unaudited bitcoin mining and operations update for the month ending June 30, 2023
.
""We made substantial progress growin… [+7167 chars]",https://www.investing.com/news/assorted/cleanspark-issues-june-2023-bitcoin-mining-update-432SI-3118801,2023-07-03T13:02:01Z,Investing.com
73,CleanSpark Releases June 2023 Bitcoin Mining Update,"(marketscreener.com) 

Company mined 1,624 bitcoins during the quarter, while the Company's bitcoin holdings grew 170% quarter over quarter 
LAS VEGAS, July 3, 2023 /PRNewswire/ -- CleanSpark, Inc. , America's Bitcoin Miner™, today released its unaudited bitc…","Company mined 1,624 bitcoins during the quarter, while the Company's bitcoin holdings grew 170% quarter over quarter 
LAS VEGAS, July 3, 2023 /PRNewswire/ -- CleanSpark, Inc. (Nasdaq: CLSK), America… [+7519 chars]",https://www.marketscreener.com/quote/stock/CLEANSPARK-INC-46303597/news/CleanSpark-Releases-June-2023-Bitcoin-Mining-Update-44253245/,2023-07-03T13:01:06Z,Marketscreener.com
74,CleanSpark Releases June 2023 Bitcoin Mining Update,"Company mined 1,624 bitcoins during the quarter, while the Company's bitcoin holdings grew 170% quarter over quarter LAS VEGAS, July 3, 2023 /PRNewswire/ -- CleanSpark, Inc. (Nasdaq: CLSK), America's Bitcoin Miner™, today released its unaudited bitcoin mining…","Company mined 1,624 bitcoins during the quarter, while the Company's bitcoin holdings grew 170% quarter over quarter 
LAS VEGAS, July 3, 2023 /PRNewswire/ -- CleanSpark, Inc. (Nasdaq: CLSK), America… [+7365 chars]",https://www.prnewswire.com/news-releases/cleanspark-releases-june-2023-bitcoin-mining-update-301868651.html,2023-07-03T13:00:00Z,PRNewswire
75,"Asia crypto hubs introduce new bans to lending, staking for retail investors",The Asian crypto hub Singapore and neighboring Thailand have released new directives over the handling of digital assets in two announcements on July 3. Singapore’s six new requirements for crypto businesses The Monetary Authority of Singapore (MAS) issued si…,"The Asian crypto hub Singapore and neighboring Thailand have released new directives over the handling of digital assets in two announcements on July 3.
Singapore’s six new requirements for crypto b… [+5420 chars]",https://cryptoslate.com/singapores-central-bank-bans-lending-and-staking-for-retail-investors/,2023-07-03T12:40:24Z,CryptoSlate
76,Who Owns America?,"On June 21, 2023, the Western Journal reported that an undercover journalist working for the O’Keefe Media Group secretly videoed several interviews with a BlackRock recruiter. (Note: BlackRock is the world’s largest investment firm, it has about $10 trillion…","Skip to comments.
Who Owns America?Rapture Ready ^
 | 7/1/23
 | Daymond Duck
Posted on 07/03/2023 5:39:00 AM PDT by Roman_War_Criminal
On June 21, 2023, the Western Journal reported that an unde… [+16976 chars]",https://freerepublic.com/focus/f-religion/4165185/posts,2023-07-03T12:39:00Z,Freerepublic.com
77,"Bernstein: hay ""muchas opciones"" de que la SEC apruebe el ETF de bitcoin de BlackRock","La negativa de la Comisión de Bolsa y Valores (SEC, por sus siglas en inglés) a las solicitudes para crear fondos cotizados (ETF, por sus siglas en inglés) de bitcoin (BTC) al contado no han minado el optimismo del mercado. Según los analistas de Bernstein, l…","La negativa de la Comisión de Bolsa y Valores (SEC, por sus siglas en inglés) a las solicitudes para crear fondos cotizados (ETF, por sus siglas en inglés) de bitcoin (BTC) al contado no han minado e… [+3860 chars]",https://www.bolsamania.com/noticias/criptodivisas/bernstein-muchas-opciones-sec-apruebe-etf-bitcoin-blackrock--13902430.html,2023-07-03T12:31:47Z,Bolsamania.com
78,"Op-ed: As banks fail and yields stagnate, here are safe places for investors to store cash",Bank failures and interest rate hikes have prompted investors to redeploy their savings in order to generate greater yield while protecting their principal.,"Recent events have prompted investors and businesses to begin redeploying their savings in order to generate greater yield while protecting their principal.
Their options include traditional means s… [+6288 chars]",https://www.cnbc.com/2023/07/03/as-banks-fail-and-yields-stagnate-safe-places-for-investors-cash.html,2023-07-03T12:30:01Z,CNBC
79,Transitioning To The Metaverse: Getting Everyone To Use The Web3 Ecosystem,Getting the next generation to use the Web3 ecosystem will require collaboration and partnership among enterprises to make the tools and applications user-friendly.,"R. Srikumar is the Chief Solutions Officer at Mphasis.
getty
ARPANET, the first wide area packet switched network and precursor to the internet, started in 1969. However, it was not until 1990 when… [+5835 chars]",https://www.forbes.com/sites/forbestechcouncil/2023/07/03/transitioning-to-the-metaverse-getting-everyone-to-use-the-web3-ecosystem/,2023-07-03T12:30:00Z,Forbes
80,First Mover Americas: Traders Place Big Bets on Ether for Second Half of 2023,"The latest price moves in bitcoin (BTC) and crypto markets in context for July 3, 2023. First Mover is CoinDesk’s daily newsletter that contextualizes the latest actions in the crypto markets.","This article originally appeared in First Mover, CoinDesks daily newsletter putting the latest moves in crypto markets in context. Subscribe to get it in your inbox every day.
Ether, the token of th… [+2632 chars]",https://www.coindesk.com/markets/2023/07/03/first-mover-americas-fidelity-joins-the-rush-for-spot-bitcoin-etf/,2023-07-03T12:27:28Z,CoinDesk
81,Bitcoin’s first leveraged ETF starts trading amid SEC’s crypto crackdown,Data from CryptoCompare shows the price of the flagship cryptocurrency Bitcoin (BTC) moved sideways throughout the past week.,"Monday 03 July 2023 1:09 pm
Data from CryptoCompare shows the price of the flagship cryptocurrency Bitcoin (BTC) moved sideways throughout the past week, starting off at $30,400 and briefly moving t… [+4901 chars]",https://www.cityam.com/bitcoins-first-leveraged-etf-starts-trading-amid-secs-crypto-crackdown/,2023-07-03T12:09:10Z,City A.M.
82,Discover the Upcoming CIRICOIN (CIRI) Listing on XT.COM,"SINGAPORE, July 3, 2023 /PRNewswire/ -- XT.COM, the world's first socially infused trading platform, is thrilled to announce the listing of CIRICOIN on its platform in the Innovation zone and the CIRI/USDT trading pair will be open for trading from 2023-07-04…","SINGAPORE, July 3, 2023 /PRNewswire/ -- XT.COM
, the world's first socially infused trading platform, is thrilled to announce the listing of CIRICOIN on its platform in the Innovation zone and the C… [+3245 chars]",https://www.prnewswire.com/news-releases/discover-the-upcoming-ciricoin-ciri-listing-on-xtcom-301868888.html,2023-07-03T11:59:00Z,PRNewswire
83,"La SEC ha obligado a los inversores estadounidenses a invertir en criptoproductos ""tóxicos"" y ""no regulados”, dice Cameron Winklevoss","El cofundador de Gemini, Cameron Winklevoss, dijo que la negativa de la SEC a aprobar un ETF de bitcoin al contado ha sido un ""desastre total y absoluto para los inversores estadounidenses.""
 
Durante la última década, el regulador de valores de Estados Unido…","Durante la última década, el regulador de valores de Estados Unidos ha obligado a los inversores a invertir en criptoproductos ""tóxicos"" y ""no regulados"", afirma el cofundador de Gemini, Cameron Wink… [+3743 chars]",https://es.cointelegraph.com/news/sec-spot-bitcoin-etf-refusal-cameron-winklevoss,2023-07-03T11:30:00Z,Cointelegraph
84,BSV Association Announces Staffing Changes for Q3 2023,"ZUG, Switzerland, July 3, 2023 /PRNewswire/ -- The BSV Association (Bitcoin Association for BSV) is delighted to announce the appointment of three new hires and a series of notable members of staff moving into high profile strategic roles in Q3 2003. BA staff…","ZUG, Switzerland, July 3, 2023 /PRNewswire/ -- The BSV Association (Bitcoin Association for BSV) is delighted to announce the appointment of three new hires and a series of notable members of staff m… [+2070 chars]",https://www.prnewswire.co.uk/news-releases/bsv-association-announces-staffing-changes-for-q3-2023-301868865.html,2023-07-03T11:13:00Z,PR Newswire UK
85,"Bet And Win Smartphones, Laptops And Tvs Within The Fortunate Spring Promotion From 1xbet!","Bet And Win Smartphones, Laptops And Tvs Within The Fortunate Spring Promotion From 1xbet! However, we can not say that every little thing in the poker rooms supplied by 1xBet is truly excellent as none of them can actually be...","However, we can not say that every little thing in the poker rooms supplied by 1xBet is truly excellent as none of them can actually be in comparability with the poker rooms from one of the best webs… [+30944 chars]",https://hplusmagazine.com/2023/07/03/bet-and-win-smartphones-laptops-and-tvs-within-the-2/,2023-07-03T11:10:40Z,Hplusmagazine.com
86,Hong Kong Sets Up Task Force for Web3 Development,"Hong Kong wants to be a Web3 hub , Financial Secretary Paul Chan said.","Please note that ourprivacy policy,terms of use,cookies, anddo not sell my personal informationhas been updated.
The leader in news and information on cryptocurrency, digital assets and the future o… [+538 chars]",https://www.coindesk.com/policy/2023/07/03/hong-kong-sets-up-task-force-for-web3-development/,2023-07-03T11:10:00Z,CoinDesk
87,BSV Association Announces Staffing Changes for Q3 2023,"ZUG, Switzerland, July 3, 2023 /PRNewswire/ -- The BSV Association (Bitcoin Association for BSV) is delighted to announce the appointment of three new hires and a series of notable members of staff moving into high profile strategic roles in Q3 2003. BA staff…","ZUG, Switzerland, July 3, 2023 /PRNewswire/ -- The BSV Association (Bitcoin Association for BSV) is delighted to announce the appointment of three new hires and a series of notable members of staff m… [+2069 chars]",https://www.prnewswire.com/news-releases/bsv-association-announces-staffing-changes-for-q3-2023-301868861.html,2023-07-03T11:08:00Z,PRNewswire
88,Bitfarms Mines 385 BTC in June,"(marketscreener.com) - Miners purchased to ramp up Argentina to its 50 MW capacity -This news release constitutes a “designated news release” for purposes of the Company’s prospectus supplement dated August 16, 2021, to its short form base shelf prospectus da…","- Miners purchased to ramp up Argentina to its 50 MW capacity -
This news release constitutes a “designated news release” for purposes of the Company’s prospectus supplement dated August 16, 2021, t… [+15184 chars]",https://www.marketscreener.com/quote/stock/BITFARMS-LTD-62037823/news/Bitfarms-Mines-385-BTC-in-June-44252095/,2023-07-03T11:01:02Z,Marketscreener.com
89,Bitfarms Mines 385 BTC in June,- Miners purchased to ramp up Argentina to its 50 MW capacity - - Miners purchased to ramp up Argentina to its 50 MW capacity -,"This news release constitutes a designated news release for purposes of the Companys prospectus supplement dated August 16, 2021, to its short form base shelf prospectus dated August 12, 2021.
TORON… [+15052 chars]",https://www.globenewswire.com/news-release/2023/07/03/2698434/0/en/Bitfarms-Mines-385-BTC-in-June.html,2023-07-03T11:00:00Z,GlobeNewswire
90,Probability for U.S. Approval of a Spot Bitcoin ETF Is Fairly High: Bernstein,"The lack of a spot ETF leads to the growth of over-the-counter products like the Grayscale Bitcoin Trust, which are more expensive, illiquid and inefficient, the report said.","The U.S. Securities and Exchange Commissions (SEC) stance on spot bitcoin (BTC) exchange-traded-funds (ETF) is a difficult one to hold, and the probability for approval is fairly high, brokerage firm… [+2002 chars]",https://www.coindesk.com/policy/2023/07/03/probability-for-us-approval-of-a-spot-bitcoin-etf-is-fairly-high-bernstein/,2023-07-03T10:52:39Z,CoinDesk
91,"Ripple Unlocks One Billion XRP From Escrow, Here's Impact on Price",Ripple conducted another XRP token unlock to force price slip,Disclaimer: The opinion expressed here is not investment advice it is provided for informational purposes only. It does not necessarily reflect the opinion of U.Today. Every investment and all tradin… [+1867 chars],https://u.today/ripple-unlocks-one-billion-xrp-from-escrow-heres-impact-on-price,2023-07-03T10:46:00Z,U.Today
92,"Singapore Regulator Bans Crypto Exchanges from Lending, Staking for Retail Investors","Alongside the staking and lending ban, crypto exchanges are expected to keep user funds in a Trust.","Singapore is enforcing new crypto consumer protection measures as the city-state continues applying regulation to its burgeoning crypto industry, according to a report by Bloomberg. 
Chief among the… [+2759 chars]",https://decrypt.co/147091/singapore-regulator-bans-crypto-exchanges-from-lending-staking-retail-investors,2023-07-03T10:43:33Z,Decrypt
93,Global Fintech Market Research 2023: A Bundled Research Offering of 5 Reports,"DUBLIN, July 3, 2023 /PRNewswire/ -- The ""Fintech Market Research Subscription 2023: Market Forecasts, Market Sectors, Market Driving Forces, Regional Analysis, and Leading Companies Analysis"" report from Wintergreen Research, Inc has been added to ResearchAn…","DUBLIN, July 3, 2023 /PRNewswire/ -- The ""Fintech Market Research Subscription 2023: Market Forecasts, Market Sectors, Market Driving Forces, Regional Analysis, and Leading Companies Analysis"" report… [+5364 chars]",https://www.prnewswire.com/news-releases/global-fintech-market-research-2023-a-bundled-research-offering-of-5-reports-301868817.html,2023-07-03T10:00:00Z,PRNewswire
94,Week begins with green candles as Ethereum breaks out,"Bitcoin continues its sideways momentum, holding steady above $30,600, with the majority of the large caps up in the last 24 hours.","Monday 03 July 2023 10:54 am
The divergence that was forming between Bitcoin and Ethereum has diminished as the original smart contracts crypto is up another 2.8% on the day and trading just under $… [+3704 chars]",https://www.cityam.com/week-begins-with-green-candles-as-ethereum-breaks-out/,2023-07-03T09:54:15Z,City A.M.
95,Belarus planning to ban P2P crypto transactions,Belarusian President Alexander Lukashenko in 2022 signed a decree allowing free circulation of cryptocurrencies like Bitcoin in the country. The announcement somewhat seems to contradict the previous stand that Belarus has had on cryptocurrencies. If effected…,"Please be aware that some of the links on this site will direct you to the websites of third parties, some of whom are marketing affiliates and/or business partners of this site and/or its owners, op… [+2173 chars]",https://coinjournal.net/news/belarus-planning-to-ban-p2p-crypto-transactions/,2023-07-03T09:54:09Z,Coinjournal.net
96,Medical Technologies Market size to grow at a CAGR of 8.3% from 2022 to 2027|Frequent product launches in IVDs to be a major driver - Technavio,"NEW YORK, July 3, 2023 /PRNewswire/ -- The medical technologies market is set to grow by USD 313 billion from 2022 to 2027. The market will be progressing at a CAGR of 8.3% during the forecast period. The report offers an up-to-date analysis regarding the cur…","NEW YORK, July 3, 2023 /PRNewswire/ -- The medical technologies market is set to grow by USD 313 billion from 2022 to 2027. The market will be progressing at a CAGR of 8.3% during the forecast period… [+26820 chars]",https://www.prnewswire.com/news-releases/medical-technologies-market-size-to-grow-at-a-cagr-of-8-3-from-2022-to-2027frequent-product-launches-in-ivds-to-be-a-major-driver---technavio-301868814.html,2023-07-03T09:47:00Z,PRNewswire
97,Operational Technology Security Market will accelerate at a CAGR of 15.97% through 2022-2027|Rising need to improve business efficiency to boost market growth- Technavio,"NEW YORK, July 3, 2023 /PRNewswire/ -- The operational technology security market size is estimated to increase by USD 17,756.09 million from 2022 to 2027, with a CAGR of 15.97%, according to a recent market study by Technavio. This report also offers a 5-yea…","NEW YORK, July 3, 2023 /PRNewswire/ -- The operational technology security market size is estimated to increase by USD 17,756.09 million from 2022 to 2027, with a CAGR of 15.97%, according to a recen… [+28653 chars]",https://www.prnewswire.com/news-releases/operational-technology-security-market-will-accelerate-at-a-cagr-of-15-97-through-2022-2027rising-need-to-improve-business-efficiency-to-boost-market-growth--technavio-301868134.html,2023-07-03T09:45:00Z,PRNewswire
98,EU confirms digital euro plans with draft bill – DW,"The European Commission publishes draft legislation on the digital euro. The putative currency, which would be an electronic 'complement' to the physical euro itself, could come into use as early as 2026. The European Commission this week publish legislation …","The European Commission publishes draft legislation on the digital euro. The putative currency, which would be an electronic 'complement' to the physical euro itself, could come into use as early as … [+349 chars]",https://biztoc.com/x/cbe10034d30ededa,2023-07-03T09:36:06Z,Biztoc.com
99,"Winklevoss acusa a la SEC de favorecer el crecimiento de 'criptos' ""tóxicas""","El cofundador de la criptobolsa Gemini, Cameron Winklevoss, ha asegurado que la falta de regulación proporcionada por la Comisión de Bolsa y Valores (SEC, por sus siglas en inglés) ha provocado episodios como el colapso de FTX, ya que ha empujado a los invers…","El cofundador de la criptobolsa Gemini, Cameron Winklevoss, ha asegurado que la falta de regulación proporcionada por la Comisión de Bolsa y Valores (SEC, por sus siglas en inglés) ha provocado episo… [+3981 chars]",https://www.bolsamania.com/noticias/criptodivisas/winklevoss-acusa-sec-crecer-criptos-toxicas--13899824.html,2023-07-03T09:09:38Z,Bolsamania.com
